"11","11","29025907","48.920-000","ITAMOTINGA","ITAMOTINGA","PROJETO CURAÇA - NHI","SN",,"(74) 3617-2000","bomjesus_nh1@hotmail.com",,,"EMBJNHI","SIM","RÁDIO","ATIVO","SIM","SIM","ELDER JAMES RIBEIRO DA COSTA SANTOS","SALA PRÓPRIA","38.2006","69.2008",,,"SIM","VELOX","SIM","7","15","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","15"
"12","12","29362415","48.909-810","SEDE","MALHADA DA AREIA","LOTEAMENTO MALHADA DA AREIA","SN",,"(74) 3611-8041","escolacaicjua@gmail.com","(74) 98836-3773",,"EMCAIC","SIM","VELOX","ATIVO","SIM","SIM","RAFAEL PASSOS FERNANDES","SALA PRÓPRIA","83.2008",,,,"NÃO","NENHUMA","SIM","2","10","ATIVO","NÃO","SIM","0","NÃO","NÃO POSSUI","10"
"13","13","29024650","48.920-000","SEDE","AGROVALE","VILA CAXANGA AREA 5","SN",,"(74) 3612-2900","escola_caxanga@hotmail.com",,,"EMC","NÃO","NENHUMA","ATIVO","SIM","SIM","TÚLIO DE SOUZA NASCIMENTO","SALA PRÓPRIA","83.2008",,,,"NÃO",,"NÃO","0","27","INATIVO","NÃO","SIM","0","SIM","NÃO POSSUI","0"
"14","14","29025346","48.900-991","ITAMOTINGA","PROJETO MANDACARU","RUA UM - PROJETO MANDACARU","SN",,"(74) 3617-7211","empmandacaru@gmail.com",,,"EMCCC","NÃO","NENHUMA","ATIVO","SIM","SIM","VAGNER UILLIAN CARDOSO DOS SANTOS","SALA PRÓPRIA","83.2008","45.2007","69.2008",,"SIM","RÁDIO","SIM","0","20","ATIVO","SIM","SIM","0","SIM","16 PORTAS","0"
"15","15","29024668","48.907-100","SEDE","CASTELO BRANCO","TRAVESSA MACHADO DE ASSIS","SN",,"(74) 3611-2744","escolacsu.jua@gmail.com",,,"EMCSU","SIM","VELOX","ATIVO","SIM","SIM","MARIANA DE OLIVEIRA ATHAYDE LYRA SILVA","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","7","17","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","17"
"16","16","29025974","48.920-000","ITAMOTINGA","ITAMOTINGA","JUREMA VERMELHA - MANIÇOBA","SN",,,"NÃO POSSUI",,,"EMCJJV","SIM","OUTRO","ATIVO","SIM","NÃO",,"NÃO POSSUI","69.2008",,,,"NÃO","NENHUMA","SIM","6","15","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","15"
"17","17","29026164","48.920-000","ITAMOTINGA","ITAMOTINGA","FAZENDA SERRA DA MADEIRA","SN",,,"NÃO POSSUI","(74) 99635-7165",,"EMCJSM","SIM","OUTRO","ATIVO","SIM","NÃO",,"SALA PRÓPRIA","69.2008",,,,"SIM","OUTRO","SIM","1","5","INATIVO","NÃO","NÃO","0","NÃO","NÃO POSSUI","5"
"18","18","29026890","48.915-000","JUREMAL","JUREMAL","RUA DA CUBA","SN",,"(74) 3617-5001","escola_raimundocunhaleite@hotmail.com",,,"EMDRCL","NÃO","NENHUMA","ATIVO","SIM","SIM","JOSUÉ NUNES FERREIRA","SALA PRÓPRIA","45.2007",,,,"NÃO","NENHUMA","SIM","1","5","INATIVO","NÃO","NÃO","0","NÃO","NÃO POSSUI","5"
"19","19","29378893","48.909-765","SEDE","DOM JOSÉ RODRIGUES","RUA F","SN",,,"escoladjr@gmail.com","(74) 98811-0737",,"EMDJR","SIM","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,"NÃO","NENHUMA","SIM","12","12","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","12"
"20","20","29026024","48.920-000","ITAMOTINGA","ITAMOTINGA","POVOADO CONCHAS - MANIÇOBA","SN",,"(74) 3612-8986","amiltongomes2016@hotmail.com","(74) 98813-3633",,"EMDER","SIM","OUTRO","ATIVO","SIM","NÃO",,"SALA PRÓPRIA","69.2008",,,,,,,"0","0",,,,"0",,,"0"
"21","21","29025478","48.900-110","SEDE","PIRANGA","RUA LAFAIETE COUTINHO","SN",,"(74) 3613-0580","escoladrjosedearaujo@hotmail.com","(74) 98802-1909",,"EMDJAS","SIM","VELOX","ATIVO","SIM","SIM","DIEGO FABRICIO SANTOS DA SILVA","SALA PRÓPRIA","83.2008",,,,"NÃO","NENHUMA","SIM","1","5","INATIVO","NÃO","NÃO","0","NÃO","NÃO POSSUI","5"
"22","22","29026911","48.915-000","JUREMAL","JUREMAL","POVOADO DE PINHÕES","SN",,"(74) 3617-5004","escoladurvalbarbosa@gmail.com",,,"EMDBC","NÃO","NENHUMA","ATIVO","SIM","NÃO",,"NÃO POSSUI","68.2009",,,,,,,"0","0",,,,"0",,,"0"
"23","23","29025664","48.900-010","ABÓBORA","DISTRITO DE ABOBORA","RUA JOAO BARROS DE NERES","SN",,"(74) 3617-9072","EMMSBONFIM@HOTMAIL.COM","(74) 99912-855",,"EMEIA","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"24","24","29461375","48.901-080","SEDE","PIRANGA II","LOTEAMENTO PIRANGA II","sn",,,"CLEIABARRETO02@OUTLOOK.COM","(74) 98818-3453",,"EMEIAFL","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"25","25","29025842","48.922-000","CARNAÍBA","Caranaíba do Sertão","Caranaíba do Sertão",,,,"não possui","(74) 98822 3271",,"EMABSM","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"26","26","29402140","48.908-330","SEDE","JOAO PAULO II","QUADRA TRINTA E TRES","SN",,,"NÃO POSSUI",,,"EMEIAD","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"27","27","29401220","48.907-660","SEDE","ITABERABA","RUA 02 A C19","SN",,,"NÃO POSSUI",,,"EMEIAMMC","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"28","28","29415870","48.900-000","SEDE","SEDE","SEDE",,,,"NÃO POSSUI",,,"EMEIAL","NÃO","NENHUMA","INATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"29","29","29402120","48.904-610","SEDE","ALTO DA MARAVILHA","RUA QUATRO","SN",,"(74) 3612-4696","CENTROANNAHILDA@GMAIL.COM","(74) 98821-8119",,"EMEIAHLF","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"30","30","29461340","48.908-465","SEDE","ANTONIO GUILHERMINO","RUA ESPERANCA","SN",,,"NÃO POSSUI","(74) 99116-3545","(74) 88165-400","EMEIAG","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"31","31","29464064","48.908-600","SEDE","PEDRO RAIMUNDO","AVENIDA EDESIO SANTOS","SN",,,"JANE.SILVABARBOSA@HOTMAIL.COM","(74) 98833-3869",,"EMEIAAV","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"32","32","29402170","48.920-000","ITAMOTINGA","ITAMOTINGA","RUA FELIPE BARROSO","SN",,"(74) 3617-3036","SUENI-SANTOS@YAHOO.COM.BR",,,"EMEIBJN","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"33","33","29932777","48.909-810","SEDE","MALHADA DA AREIA","AV. TANCREDO NEVES","SN",,,"NÃO POSSUI",,,"EMEICMA","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"34","34","29402190","48.901-300","SEDE","QUIDE","AVENIDA NOSSA SENHORA DE NAZARE","SN",,"(74) 3613-7010","JAMMYS.GUERRA@GMAIL.COM",,,"EMEIDCO","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"35","35","29461189","48.900-290","SEDE","JOAO XXIII","RUA DA LAGOA","SN",,,"ROSALILAS_BISPO@HOTMAIL.COM","(74) 98851-1345",,"EMEIESC","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"36","36","29402100","48.907-620","SEDE","ALTO DA ALIANÇA","AVENIDA IRMÃ DULCE","SN",,"(74) 3613-3763","NÃO POSSUI",,,"EMEIGDN","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"37","37","29402110","48.901-665","SEDE","PALMARES","RUA AURENILDES GONCALVES DA CUNHA","SN",,,"NÃO POSSUI","(74) 98803-9933",,"EMEIPHHBF","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"38","38","29402210","48.900-010","SEDE","TABULEIRO","RUA DAS ALGAROBAS","SN",,"(74) 3612-3370","NÃO POSSUI",,,"EMEIJBC","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"39","39","29461367","48.901-080","SEDE","PIRANGA I","PIRANGA I","SN",,,"NÃO POSSUI",,,"EMEILLAS","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"40","40","29467152","48.920-000","SEDE","ITABERABA","RUA PROJETADA","SN",,,"EMEILUANADASILVA@GMAIL.COM","(74) 98130-0440",,"EMEILSN","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"41","41","29461219","48.900-515","SEDE","PADRE VICENTE","RUA DA SAUDADE","SN",,,"NÃO POSSUI","(74) 98842-1586",,"EMEILO","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"42","42","29461227","48.920-000","ITAMOTINGA","PROJETO MANICOBA","AV. JORGE KHOURY, VILA SANTA INES","SN",,,"NÃO POSSUI","(74) 98862-2537",,"EMEIMAM","SIM","VELOX","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"43","43","29461243","48.908-390","SEDE","PARQUE RESIDENCIAL","LOTEAMENTO PARQUE RESIDENCIAL JUAZEIRO - QUADRA B","SN",,,"MARLUCEWC1@GMAIL.COM","(74) 98834-2914",,"EMEIMHSP","SIM","VELOX","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"44","44","29461235","48.900-100","SEDE","JARDIM FLORIDA","TRAVESSA EDESIO SANTOS","SN",,"(74) 3612-4696","CLAUDIANA.PROF@GMAIL.COM","(74) 98847-4782",,"EMEIMHN","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,"SIM","VELOX","SIM","0","28","ATIVO","SIM","SIM","0","SIM","24 PORTAS","28"
"45","45","29461170","48.907-218","SEDE","DOM TOMAZ","AVENIDA DAS NACOES","SN",,,"NÃO POSSUI","(74) 98819-0929",,"EMEIMJRT","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,,,,"0","0",,,,"0",,,"0"
"46","46","29025338","48.906-130","SEDE","TABULEIRO","RUA 9","30",,,"TRPAQUINO@HOTMAIL.COM","(74) 98841-9813",,"EMEIPMSMA","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,"NÃO","NENHUMA","SIM","1","5","ATIVO","SIM","NÃO","0",,,"0"
"47","47","29402160","48.902-260","SEDE","NOSSA SENHORA DA PENHA","RUA GASPAR DE LEMOS","SN",,,"NÃO POSSUI",,,"EMEIMVT","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,"SIM","VELOX","SIM","0","17","ATIVO","SIM","SIM","0",,,"0"
"48","48","29402150","48.905-610","SEDE","JARDIM NOVO ENCONTRO","RUA ELIETE COSTA","SN",,,"EMEINAILDE@HOTMAIL.COM",,,"EMEINSC","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,"SIM","VELOX","SIM","0","16","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","16"
"49","49","29402200","48.900-000","ITAMOTINGA","ITAMOTINGA","ITAMOTINGA","SN",,,"NÃO POSSUI",,,"EMEINR","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,"NÃO","NENHUMA","SIM","0","15","ATIVO","SIM","SIM","0",,,"15"
"50","50","29461197","48.908-020","SEDE","JOAO PAULO II","QUADRA DOIS","SN",,,"NÃO POSSUI",,,"EMEINSC","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,"NÃO","NENHUMA","SIM","0","17","ATIVO","SIM","SIM","0",,,"17"
"51","51","29445256","48.900-040","SEDE","PIRANGA","RUA SANTA CLARA","800",,,"NÃO POSSUI",,,"EMEINSA","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,"NÃO","NENHUMA","SIM","0","5","ATIVO","SIM","SIM","0",,,"5"
"52","56","29401610","48.900-120","SEDE","PIRANGA","Rua Imaculada Conceição","SN","Em frente a um posto de saúde","(74) 3611-0013","teste",,,"EMEJXXIII","SIM","VELOX","ATIVO","SIM","SIM","MIGUEL DOS SANTOS SILVA","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","7","ATIVO","SIM","NÃO","0","SIM",,"7"
"53","94","29461359","48.910-000","JUNCO","JUNCO","ASSENTAMENTO SÃO FRANCISCO",,"PREDIO","(74) 3538-1876","NAO POSSUI","(74) 98816-4850",,"EMPF","SIM","VELOX","ATIVO","NÃO","NÃO",,,,,,,"SIM","VELOX","SIM","0","15","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","15"
"54","97","29024587","48.904-690","SEDE","SANTA MARIA GORETTI","RUA DO JAPAO","S/N","PREDIO","(74) 3611-5675","PAULOVI_2511@HOTMAIL.COM","(74) 98806-1028",,"EMPVI","SIM","OUTRO","ATIVO","SIM","SIM","CHARLES ALEXANDRE DE JESUS SILVA","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","21","ATIVO","SIM","SIM","0","SIM",,"21"
"55","98","29025834","48.922-000","CARNAÍBA","CARNAIBA","RUA DO COMERCIO","S/N","CASA","(74) 3618-1063","ESCOLAGRACIOSAXAVIER@GMAIL.COM",,,"EMPD","NÃO","NENHUMA","ATIVO","NÃO","NÃO",,,,,,,"NÃO","OUTRO","SIM","0","15","ATIVO","SIM","NÃO","0","NÃO","NÃO POSSUI","15"
"56","99","29026431","48.920-000","ITAMOTINGA","ITAMOTINGA","PONTAL","S/N",,"(74) 3621-5598","NAO POSSUI",,,"EMP","NÃO","NENHUMA","ATIVO","SIM","SIM","ELIANE DE BARROS SANTOS","SALA PRÓPRIA","38.2006","69.2008","68.2009",,"SIM","GSAT","SIM","0","16","ATIVO","SIM","SIM","0","SIM",,"16"
"57","100","29025362","48.905-740","SEDE","SAO GERALDO","RUA AGOSTINHO MUNIZ","S/N",,"(74) 3611-0019","APRIGIO_DUARTE@HOTMAIL.COM",,,"EMPAD","SIM","VELOX","ATIVO","SIM","SIM","FABRICIO CAVALCANTI DOS SANTOS","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","15","ATIVO","SIM","SIM","0","SIM",,"15"
"58","101","29401600","48.909-755","SEDE","DOM JOSÉ RODRIGUES","RUA A",,,"(74) 3611-0037","NÃO POSSUI",,,"EMPTN","SIM","VELOX","ATIVO","SIM","SIM","DIEGO ANTONIO ALVES DE SANTANA","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","10","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","10"
"59","102","29026873","48.915-000","JUREMAL","JUREMAL","JUREMAL",,,"(74) 3617-6001","NÃO POSSUI",,,"EMAFC","NÃO","NENHUMA","ATIVO","SIM","NÃO",,"SALA PRÓPRIA",,,,,"SIM","VELOX","SIM","0","7","ATIVO","SIM","SIM","0","SIM","8 PORTAS","7"
"60","103","29026989","48.918-000","MASSAROCA","CENTRO","RUA DOS BUTINS","S/N",,"(74) 3617-6003","NÃO POSSUI",,,"EMPALA","NÃO","NENHUMA","ATIVO","SIM","SIM","GILMAR FERREIRA DA SILVA","SALA PRÓPRIA",,,,,"SIM","VELOX","SIM","0","17","ATIVO","NÃO","SIM","0","SIM",,"17"
"61","104","29026695","48.910-000","JUNCO","JUNCO","FAZENDA GANGORRA",,,"(74) 3617-5019","NÃO POSSUI","(74) 99805-6139",,"EMPBB","NÃO","NENHUMA","ATIVO","SIM","NÃO",,"SALA PRÓPRIA",,,,,"SIM","VELOX","SIM","0","17","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","17"
"62","105","29024692","48.900-010","SEDE","ALTO DA ALIANÇA","RUA DO CURRAL","S/Nº",,"(74) 3613-3765","NÃO POSSUI",,,"EMCCS","SIM","VELOX","ATIVO","SIM","NÃO",,"SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","17","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","17"
"63","106","29024900","48.904-450","SEDE","COREA","RUA ARGENTINA",,,"(74) 3611-5499","E.CRENILDESBRANDAO@GMAIL.COM",,,"EMCLB","SIM","VELOX","ATIVO","SIM","SIM","PALOMA BENEVIDES","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","10","ATIVO","SIM","SIM","0","SIM",,"10"
"64","107","29026670","48.907-690","SEDE","ITABERABA","RUA PETRONILIO B. DOS SANTOS","S/N",,"(74) 3611-8002","ESCOLADINORAH@MSN.COM",,,"EMDAMS","SIM","VELOX","ATIVO","SIM","SIM","THIAGO OLIVEIRA SOUZA LEAL","SALA PRÓPRIA","83.2008","45.2007",,,"SIM","OUTRO","SIM","0","8","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","8"
"65","108","29026709","48.910-000","JUNCO","JUNCO","CAMPO DOS CAVALOS","S/N",,,"NÃO POSSUI",,,"EMED","SIM","OUTRO","ATIVO","SIM","NÃO",,"SALA PRÓPRIA","38.2006","68.2009",,,"NÃO","NENHUMA","SIM","1","5","INATIVO","NÃO","NÃO","0","NÃO","NÃO POSSUI","5"
"66","109","29025753","48.922-000","CARNAÍBA","CARNAIBA","RUA DA IGREJA","S/N",,"(74) 3618-1029","ESCOLAGRACIOSAXAVIER@GMAIL.COM",,,"EMPGXRG","SIM","GSAT","ATIVO","SIM","NÃO",,"SALA PRÓPRIA","68.2009","45.2007",,,,,,"0","0",,,,"0",,,"0"
"67","110","29024838","48.901-260","SEDE","QUIDE","RUA DAS ALGAROBAS","S/N",,"(74) 3611-9401","ESCOLAGUIOMARLUSTOSA@HOTMAIL.COM",,,"EMPGLR","SIM","VELOX","ATIVO","SIM","SIM","NILMAR DE SOUZA SÁ","SALA PRÓPRIA","45.2007",,,,"NÃO","NENHUMA","SIM","0","23","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","23"
"68","111","29024960","48.908-270","SEDE","JOAO PAULO II","QUADRA VINTE E SETE","S/N",,"(74) 3611-0027","ESCOLAHAYDEE@GMAIL.COM","(74) 99985-8835",,"EMPHFF","SIM","VELOX","ATIVO","SIM","SIM","ALAN JONES SANTOS DE OLIVEIRA","SALA PRÓPRIA","83.2008",,,,"NÃO","NENHUMA","SIM","1","5","INATIVO","NÃO","NÃO","0","NÃO","NÃO POSSUI","5"
"69","112","29450004","48.905-680","SEDE","SAO GERALDO","RUA EDGARD CHASTINET","0",,,"EMTI.JUABA@OUTLOOK.COM","(74) 98809-0992",,"EMTIIP","SIM","VELOX","ATIVO","SIM","SIM","ARMANDO PEREIRA LOPES","SALA PRÓPRIA","SEM PREGÃO",,,,"SIM","VELOX","SIM","0","16","ATIVO","SIM","SIM","0","SIM","16 PORTAS","16"
"70","113","29341809","48.920-000","ITAMOTINGA","DISTRITO DE ITAMOTINGA","RUA FELIPE BARROSO","S/N",,"(74) 3617-3030","COLEGIOIRACYNUNES@GMAIL.COM",,,"EMPINS","SIM","VELOX","ATIVO","SIM","SIM","VICTOR TOMAZ MARQUES","SALA PRÓPRIA","45.2007",,,,,,,"0","0",,,,"0",,,"0"
"71","114","29024978","48.901-100","SEDE","QUIDE","RUA ARNALDO VIEIRA","S/N",,"(74) 3611-8169","EMPLL",,,"EMPLL","SIM","VELOX","ATIVO","SIM","SIM","DANILLO MOURA GONÇALVES","SALA PRÓPRIA","83.2008",,,,,,,"0","0",,,,"0",,,"0"
"72","115","29024943","48.905-288","SEDE","JARDIM UNIVERSITARIO","TRAVESSA BEIJA-FLOR","151",,"(74) 3613-1375","ESCOLAMARIALOURDESDUARTE@HOTMAIL.COM",,,"EMPMLD","SIM","VELOX","ATIVO","SIM","SIM","PATRÍCIA DE AMORIM NORMANHA GOMES","SALA PRÓPRIA","83.2008",,,,,,,"0","0",,,,"0",,,"0"
"73","116","29024986","48.900-310","SEDE","JOÃO XXIII","RUA ALLAN KARINE","SN",,"(74) 3613-7115","profmariafrancapires@hotmail.com",,,"EMPMFP","SIM","VELOX","ATIVO","SIM","SIM","MARCOS JOSE CHAGAS SOUZA","SALA PRÓPRIA","83.2008",,,,,,,"0","0",,,,"0",,,"0"
"74","117","29362504","48.908-090","SEDE","JOAO PAULO II","QUADRA NOVE",,,"(74) 3612-0485","WILZAMIRANDA@HOTMAIL.COM",,,"EMPMJLR","SIM","VELOX","ATIVO","SIM","NÃO",,"SALA PRÓPRIA","38.2006",,,,,,,"0","0",,,,"0",,,"0"
"75","118","29025770","48.922-000","CARNAÍBA","CARNAIBA DO SERTAO","CARNAIBA DE DENTRO","S/N",,"(74) 9885-2653","ESCOLA_MATILDECOSTA@HOTMAIL.COM",,,"EMPMCM","SIM","OUTRO","ATIVO","SIM","SIM","VERA LUCIA OLIVEIRA GOMES","SALA PRÓPRIA","68.2009",,,,,,,"0","0",,,,"0",,,"0"
"76","123","29024714","48.907-340","SEDE","Tancredo Neves","Caminho doze","SN","Rua C","(74) 3611 0015","lucysoares1@hotmail.com",,,"EMLCFC","SIM","VELOX","ATIVO","SIM","SIM","JOVENILSON DOS SANTOS SILVA","SALA PRÓPRIA","83.2008",,,,,,,"0","0",,,,"0",,,"0"
"77","119","29026725","48.910-000","JUNCO","JUNCO","MANGA",,"SALITRE",,"NAO POSSUI","(74) 98811-1398",,"EMPOT","NÃO","NENHUMA","ATIVO","SIM","NÃO",,"SALA DE AULA","68.2009",,,,"NÃO","NENHUMA","SIM","0","5","ATIVO","NÃO","SIM","0","NÃO","NÃO POSSUI","5"
"78","120","29025397","48.906-000","SEDE","TABULEIRO","RUA DA CRECHE","S/N","CASA","(74) 3611-0052","ESCOLATEREZINHA.ETFO@HOTMAIL.COM","(74) 98816-4915",,"EMTFO","SIM","GSAT","ATIVO","SIM","SIM","ALEXANDRE GONÇALVES DA SILVA","SALA PRÓPRIA","83.2008",,,,"SIM","GSAT","SIM","0","31","ATIVO",,"SIM","0","SIM","NÃO POSSUI","31"
"79","121","29415160","48.902-380","SEDE","COUNTRY CLUB","RUA ALMIRANTE TAMANDARE",,,"(74) 3611-0021","ESCOLACARLOSCOSTA_2012@HOTMAIL.COM",,,"EMPCCS","SIM","VELOX","ATIVO","SIM","SIM","IRIS SANTOS MARTINS DA SILVA","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","19","ATIVO","SIM","SIM","0","SIM","NÃO POSSUI","19"
"80","124","29025524","48.900-420","SEDE","ALTO DO CRUZEIRO","RUA RODOVIA LOMANTO JUNIOR","S/N",,"(74) 3611-3992","ESCOLAPROMENOR@HOTMAIL.COM","(74) 98813-5592",,"EMFJPM","SIM","VELOX","ATIVO","SIM","SIM","POLYANNA CAVALCANTE LIMA","SALA PRÓPRIA","83.2008",,,,"SIM","VELOX","SIM","0","15","ATIVO","SIM","SIM","0","SIM",,"15"
